,Home,Away,ScoreHome,ScoreAway,Season,NonPenaltyGoalsHome,AgeHome,Goals90minHome,NonPenaltyGoalsAway,AgeAway,Goals90minAway,RankingPlaceHome,GoalForHome,GoalAgainstHome,GoalDifferenceHome,PointsHome,TopTeamScorerGoalsHome,RankingPlaceAway,GoalForAway,GoalAgainstAway,GoalDifferenceAway,PointsAway,TopTeamScorerGoalsAway,HomeT,AwayT
366,Klepp,Avaldsnes,1.0,0.0,2019,47.0,25.0,48.0,36.0,24.4,40.0,3.0,48.0,19.0,29.0,44.0,10.0,5.0,40.0,33.0,7.0,34.0,9.0,5,1
367,Lyn,Avaldsnes,2.0,3.0,2019,22.0,20.1,23.0,36.0,24.4,40.0,10.0,23.0,37.0,-14.0,20.0,10.0,5.0,40.0,33.0,7.0,34.0,9.0,8,1
368,Trondheims-Ørn,Avaldsnes,1.0,1.0,2019,24.0,21.9,26.0,36.0,24.4,40.0,7.0,26.0,22.0,4.0,29.0,9.0,5.0,40.0,33.0,7.0,34.0,9.0,13,1
369,Vålerenga,Avaldsnes,1.0,1.0,2019,40.0,25.2,41.0,36.0,24.4,40.0,2.0,41.0,24.0,17.0,46.0,11.0,5.0,40.0,33.0,7.0,34.0,9.0,14,1
370,Arna-Bjørnar,Avaldsnes,0.0,2.0,2019,26.0,22.4,26.0,36.0,24.4,40.0,9.0,26.0,41.0,-15.0,23.0,7.0,5.0,40.0,33.0,7.0,34.0,9.0,0,1
371,Røa,Avaldsnes,2.0,2.0,2019,35.0,22.9,39.0,36.0,24.4,40.0,6.0,40.0,35.0,5.0,29.0,16.0,5.0,40.0,33.0,7.0,34.0,9.0,10,1
372,Stabæk,Avaldsnes,0.0,0.0,2019,15.0,24.7,16.0,36.0,24.4,40.0,11.0,16.0,43.0,-27.0,13.0,9.0,5.0,40.0,33.0,7.0,34.0,9.0,12,1
373,Fart,Avaldsnes,0.0,3.0,2019,13.0,21.9,14.0,36.0,24.4,40.0,12.0,14.0,60.0,-46.0,10.0,4.0,5.0,40.0,33.0,7.0,34.0,9.0,2,1
374,Kolbotn,Avaldsnes,3.0,1.0,2019,32.0,21.8,35.0,36.0,24.4,40.0,8.0,35.0,39.0,-4.0,27.0,8.0,5.0,40.0,33.0,7.0,34.0,9.0,6,1
375,LSK Kvinner,Fart,1.0,2.0,2019,44.0,25.3,50.0,13.0,21.9,14.0,1.0,51.0,18.0,33.0,50.0,12.0,12.0,14.0,60.0,-46.0,10.0,4.0,7,2
376,Sandviken,Fart,2.0,0.0,2019,40.0,25.3,43.0,13.0,21.9,14.0,4.0,43.0,32.0,11.0,40.0,17.0,12.0,14.0,60.0,-46.0,10.0,4.0,11,2
377,Klepp,Fart,4.0,0.0,2019,47.0,25.0,48.0,13.0,21.9,14.0,3.0,48.0,19.0,29.0,44.0,10.0,12.0,14.0,60.0,-46.0,10.0,4.0,5,2
378,Lyn,Fart,0.0,0.0,2019,22.0,20.1,23.0,13.0,21.9,14.0,10.0,23.0,37.0,-14.0,20.0,10.0,12.0,14.0,60.0,-46.0,10.0,4.0,8,2
379,Trondheims-Ørn,Fart,3.0,0.0,2019,24.0,21.9,26.0,13.0,21.9,14.0,7.0,26.0,22.0,4.0,29.0,9.0,12.0,14.0,60.0,-46.0,10.0,4.0,13,2
380,Vålerenga,Fart,4.0,0.0,2019,40.0,25.2,41.0,13.0,21.9,14.0,2.0,41.0,24.0,17.0,46.0,11.0,12.0,14.0,60.0,-46.0,10.0,4.0,14,2
381,Arna-Bjørnar,Fart,3.0,1.0,2019,26.0,22.4,26.0,13.0,21.9,14.0,9.0,26.0,41.0,-15.0,23.0,7.0,12.0,14.0,60.0,-46.0,10.0,4.0,0,2
382,Avaldsnes,Fart,3.0,3.0,2019,36.0,24.4,40.0,13.0,21.9,14.0,5.0,40.0,33.0,7.0,34.0,9.0,12.0,14.0,60.0,-46.0,10.0,4.0,1,2
383,Røa,Fart,5.0,0.0,2019,35.0,22.9,39.0,13.0,21.9,14.0,6.0,40.0,35.0,5.0,29.0,16.0,12.0,14.0,60.0,-46.0,10.0,4.0,10,2
384,Stabæk,Fart,3.0,0.0,2019,15.0,24.7,16.0,13.0,21.9,14.0,11.0,16.0,43.0,-27.0,13.0,9.0,12.0,14.0,60.0,-46.0,10.0,4.0,12,2
385,Kolbotn,Fart,4.0,0.0,2019,32.0,21.8,35.0,13.0,21.9,14.0,8.0,35.0,39.0,-4.0,27.0,8.0,12.0,14.0,60.0,-46.0,10.0,4.0,6,2
386,Sandviken,LSK Kvinner,1.0,3.0,2019,40.0,25.3,43.0,44.0,25.3,50.0,4.0,43.0,32.0,11.0,40.0,17.0,1.0,51.0,18.0,33.0,50.0,12.0,11,7
387,Klepp,LSK Kvinner,1.0,1.0,2019,47.0,25.0,48.0,44.0,25.3,50.0,3.0,48.0,19.0,29.0,44.0,10.0,1.0,51.0,18.0,33.0,50.0,12.0,5,7
388,Lyn,LSK Kvinner,0.0,2.0,2019,22.0,20.1,23.0,44.0,25.3,50.0,10.0,23.0,37.0,-14.0,20.0,10.0,1.0,51.0,18.0,33.0,50.0,12.0,8,7
389,Trondheims-Ørn,LSK Kvinner,0.0,3.0,2019,24.0,21.9,26.0,44.0,25.3,50.0,7.0,26.0,22.0,4.0,29.0,9.0,1.0,51.0,18.0,33.0,50.0,12.0,13,7
390,Vålerenga,LSK Kvinner,1.0,2.0,2019,40.0,25.2,41.0,44.0,25.3,50.0,2.0,41.0,24.0,17.0,46.0,11.0,1.0,51.0,18.0,33.0,50.0,12.0,14,7
391,Arna-Bjørnar,LSK Kvinner,1.0,3.0,2019,26.0,22.4,26.0,44.0,25.3,50.0,9.0,26.0,41.0,-15.0,23.0,7.0,1.0,51.0,18.0,33.0,50.0,12.0,0,7
392,Avaldsnes,LSK Kvinner,1.0,1.0,2019,36.0,24.4,40.0,44.0,25.3,50.0,5.0,40.0,33.0,7.0,34.0,9.0,1.0,51.0,18.0,33.0,50.0,12.0,1,7
393,Røa,LSK Kvinner,0.0,1.0,2019,35.0,22.9,39.0,44.0,25.3,50.0,6.0,40.0,35.0,5.0,29.0,16.0,1.0,51.0,18.0,33.0,50.0,12.0,10,7
394,Stabæk,LSK Kvinner,2.0,2.0,2019,15.0,24.7,16.0,44.0,25.3,50.0,11.0,16.0,43.0,-27.0,13.0,9.0,1.0,51.0,18.0,33.0,50.0,12.0,12,7
395,Fart,LSK Kvinner,0.0,4.0,2019,13.0,21.9,14.0,44.0,25.3,50.0,12.0,14.0,60.0,-46.0,10.0,4.0,1.0,51.0,18.0,33.0,50.0,12.0,2,7
396,Kolbotn,LSK Kvinner,2.0,2.0,2019,32.0,21.8,35.0,44.0,25.3,50.0,8.0,35.0,39.0,-4.0,27.0,8.0,1.0,51.0,18.0,33.0,50.0,12.0,6,7
397,Lyn,IF Fløya,2.0,1.0,2019,22.0,20.1,23.0,,,,10.0,23.0,37.0,-14.0,20.0,10.0,,,,,,,8,4
398,LSK Kvinner,Kolbotn,4.0,3.0,2020,44.0,25.3,50.0,32.0,21.8,35.0,1.0,51.0,18.0,33.0,50.0,12.0,8.0,35.0,39.0,-4.0,27.0,8.0,7,6
399,Sandviken,Kolbotn,2.0,2.0,2020,40.0,25.3,43.0,32.0,21.8,35.0,4.0,43.0,32.0,11.0,40.0,17.0,8.0,35.0,39.0,-4.0,27.0,8.0,11,6
400,Klepp,Kolbotn,3.0,0.0,2020,47.0,25.0,48.0,32.0,21.8,35.0,3.0,48.0,19.0,29.0,44.0,10.0,8.0,35.0,39.0,-4.0,27.0,8.0,5,6
401,Trondheims-Ørn,Kolbotn,4.0,0.0,2020,24.0,21.9,26.0,32.0,21.8,35.0,7.0,26.0,22.0,4.0,29.0,9.0,8.0,35.0,39.0,-4.0,27.0,8.0,13,6
402,Arna-Bjørnar,Kolbotn,1.0,3.0,2020,26.0,22.4,26.0,32.0,21.8,35.0,9.0,26.0,41.0,-15.0,23.0,7.0,8.0,35.0,39.0,-4.0,27.0,8.0,0,6
403,Avaldsnes,Kolbotn,2.0,1.0,2020,36.0,24.4,40.0,32.0,21.8,35.0,5.0,40.0,33.0,7.0,34.0,9.0,8.0,35.0,39.0,-4.0,27.0,8.0,1,6
404,Røa,Kolbotn,1.0,2.0,2020,35.0,22.9,39.0,32.0,21.8,35.0,6.0,40.0,35.0,5.0,29.0,16.0,8.0,35.0,39.0,-4.0,27.0,8.0,10,6
405,Lyn,Kolbotn,0.0,0.0,2020,22.0,20.1,23.0,32.0,21.8,35.0,10.0,23.0,37.0,-14.0,20.0,10.0,8.0,35.0,39.0,-4.0,27.0,8.0,8,6
406,Vålerenga,Kolbotn,1.0,0.0,2020,40.0,25.2,41.0,32.0,21.8,35.0,2.0,41.0,24.0,17.0,46.0,11.0,8.0,35.0,39.0,-4.0,27.0,8.0,14,6
407,LSK Kvinner,Arna-Bjørnar,3.0,1.0,2020,44.0,25.3,50.0,26.0,22.4,26.0,1.0,51.0,18.0,33.0,50.0,12.0,9.0,26.0,41.0,-15.0,23.0,7.0,7,0
408,Sandviken,Arna-Bjørnar,2.0,0.0,2020,40.0,25.3,43.0,26.0,22.4,26.0,4.0,43.0,32.0,11.0,40.0,17.0,9.0,26.0,41.0,-15.0,23.0,7.0,11,0
409,Klepp,Arna-Bjørnar,4.0,0.0,2020,47.0,25.0,48.0,26.0,22.4,26.0,3.0,48.0,19.0,29.0,44.0,10.0,9.0,26.0,41.0,-15.0,23.0,7.0,5,0
410,Trondheims-Ørn,Arna-Bjørnar,0.0,0.0,2020,24.0,21.9,26.0,26.0,22.4,26.0,7.0,26.0,22.0,4.0,29.0,9.0,9.0,26.0,41.0,-15.0,23.0,7.0,13,0
411,Avaldsnes,Arna-Bjørnar,2.0,1.0,2020,36.0,24.4,40.0,26.0,22.4,26.0,5.0,40.0,33.0,7.0,34.0,9.0,9.0,26.0,41.0,-15.0,23.0,7.0,1,0
412,Røa,Arna-Bjørnar,6.0,1.0,2020,35.0,22.9,39.0,26.0,22.4,26.0,6.0,40.0,35.0,5.0,29.0,16.0,9.0,26.0,41.0,-15.0,23.0,7.0,10,0
413,Lyn,Arna-Bjørnar,4.0,5.0,2020,22.0,20.1,23.0,26.0,22.4,26.0,10.0,23.0,37.0,-14.0,20.0,10.0,9.0,26.0,41.0,-15.0,23.0,7.0,8,0
414,Vålerenga,Arna-Bjørnar,1.0,0.0,2020,40.0,25.2,41.0,26.0,22.4,26.0,2.0,41.0,24.0,17.0,46.0,11.0,9.0,26.0,41.0,-15.0,23.0,7.0,14,0
415,Kolbotn,Arna-Bjørnar,0.0,2.0,2020,32.0,21.8,35.0,26.0,22.4,26.0,8.0,35.0,39.0,-4.0,27.0,8.0,9.0,26.0,41.0,-15.0,23.0,7.0,6,0
416,LSK Kvinner,Røa,1.0,1.0,2020,44.0,25.3,50.0,35.0,22.9,39.0,1.0,51.0,18.0,33.0,50.0,12.0,6.0,40.0,35.0,5.0,29.0,16.0,7,10
417,Sandviken,Røa,0.0,2.0,2020,40.0,25.3,43.0,35.0,22.9,39.0,4.0,43.0,32.0,11.0,40.0,17.0,6.0,40.0,35.0,5.0,29.0,16.0,11,10
418,Klepp,Røa,1.0,0.0,2020,47.0,25.0,48.0,35.0,22.9,39.0,3.0,48.0,19.0,29.0,44.0,10.0,6.0,40.0,35.0,5.0,29.0,16.0,5,10
419,Trondheims-Ørn,Røa,0.0,1.0,2020,24.0,21.9,26.0,35.0,22.9,39.0,7.0,26.0,22.0,4.0,29.0,9.0,6.0,40.0,35.0,5.0,29.0,16.0,13,10
420,Arna-Bjørnar,Røa,2.0,2.0,2020,26.0,22.4,26.0,35.0,22.9,39.0,9.0,26.0,41.0,-15.0,23.0,7.0,6.0,40.0,35.0,5.0,29.0,16.0,0,10
421,Avaldsnes,Røa,1.0,0.0,2020,36.0,24.4,40.0,35.0,22.9,39.0,5.0,40.0,33.0,7.0,34.0,9.0,6.0,40.0,35.0,5.0,29.0,16.0,1,10
422,Lyn,Røa,1.0,1.0,2020,22.0,20.1,23.0,35.0,22.9,39.0,10.0,23.0,37.0,-14.0,20.0,10.0,6.0,40.0,35.0,5.0,29.0,16.0,8,10
423,Vålerenga,Røa,1.0,1.0,2020,40.0,25.2,41.0,35.0,22.9,39.0,2.0,41.0,24.0,17.0,46.0,11.0,6.0,40.0,35.0,5.0,29.0,16.0,14,10
424,Kolbotn,Røa,4.0,4.0,2020,32.0,21.8,35.0,35.0,22.9,39.0,8.0,35.0,39.0,-4.0,27.0,8.0,6.0,40.0,35.0,5.0,29.0,16.0,6,10
425,LSK Kvinner,Lyn,6.0,0.0,2020,44.0,25.3,50.0,22.0,20.1,23.0,1.0,51.0,18.0,33.0,50.0,12.0,10.0,23.0,37.0,-14.0,20.0,10.0,7,8
426,Sandviken,Lyn,2.0,1.0,2020,40.0,25.3,43.0,22.0,20.1,23.0,4.0,43.0,32.0,11.0,40.0,17.0,10.0,23.0,37.0,-14.0,20.0,10.0,11,8
427,Klepp,Lyn,1.0,0.0,2020,47.0,25.0,48.0,22.0,20.1,23.0,3.0,48.0,19.0,29.0,44.0,10.0,10.0,23.0,37.0,-14.0,20.0,10.0,5,8
428,Trondheims-Ørn,Lyn,1.0,1.0,2020,24.0,21.9,26.0,22.0,20.1,23.0,7.0,26.0,22.0,4.0,29.0,9.0,10.0,23.0,37.0,-14.0,20.0,10.0,13,8
429,Arna-Bjørnar,Lyn,1.0,1.0,2020,26.0,22.4,26.0,22.0,20.1,23.0,9.0,26.0,41.0,-15.0,23.0,7.0,10.0,23.0,37.0,-14.0,20.0,10.0,0,8
430,Avaldsnes,Lyn,3.0,1.0,2020,36.0,24.4,40.0,22.0,20.1,23.0,5.0,40.0,33.0,7.0,34.0,9.0,10.0,23.0,37.0,-14.0,20.0,10.0,1,8
431,Røa,Lyn,2.0,3.0,2020,35.0,22.9,39.0,22.0,20.1,23.0,6.0,40.0,35.0,5.0,29.0,16.0,10.0,23.0,37.0,-14.0,20.0,10.0,10,8
432,Vålerenga,Lyn,0.0,1.0,2020,40.0,25.2,41.0,22.0,20.1,23.0,2.0,41.0,24.0,17.0,46.0,11.0,10.0,23.0,37.0,-14.0,20.0,10.0,14,8
433,Kolbotn,Lyn,0.0,0.0,2020,32.0,21.8,35.0,22.0,20.1,23.0,8.0,35.0,39.0,-4.0,27.0,8.0,10.0,23.0,37.0,-14.0,20.0,10.0,6,8
434,LSK Kvinner,Klepp,0.0,1.0,2020,44.0,25.3,50.0,47.0,25.0,48.0,1.0,51.0,18.0,33.0,50.0,12.0,3.0,48.0,19.0,29.0,44.0,10.0,7,5
435,Sandviken,Klepp,2.0,1.0,2020,40.0,25.3,43.0,47.0,25.0,48.0,4.0,43.0,32.0,11.0,40.0,17.0,3.0,48.0,19.0,29.0,44.0,10.0,11,5
436,Trondheims-Ørn,Klepp,0.0,1.0,2020,24.0,21.9,26.0,47.0,25.0,48.0,7.0,26.0,22.0,4.0,29.0,9.0,3.0,48.0,19.0,29.0,44.0,10.0,13,5
437,Arna-Bjørnar,Klepp,1.0,0.0,2020,26.0,22.4,26.0,47.0,25.0,48.0,9.0,26.0,41.0,-15.0,23.0,7.0,3.0,48.0,19.0,29.0,44.0,10.0,0,5
438,Avaldsnes,Klepp,1.0,3.0,2020,36.0,24.4,40.0,47.0,25.0,48.0,5.0,40.0,33.0,7.0,34.0,9.0,3.0,48.0,19.0,29.0,44.0,10.0,1,5
439,Røa,Klepp,1.0,4.0,2020,35.0,22.9,39.0,47.0,25.0,48.0,6.0,40.0,35.0,5.0,29.0,16.0,3.0,48.0,19.0,29.0,44.0,10.0,10,5
440,Lyn,Klepp,2.0,1.0,2020,22.0,20.1,23.0,47.0,25.0,48.0,10.0,23.0,37.0,-14.0,20.0,10.0,3.0,48.0,19.0,29.0,44.0,10.0,8,5
441,Vålerenga,Klepp,4.0,0.0,2020,40.0,25.2,41.0,47.0,25.0,48.0,2.0,41.0,24.0,17.0,46.0,11.0,3.0,48.0,19.0,29.0,44.0,10.0,14,5
442,Kolbotn,Klepp,0.0,0.0,2020,32.0,21.8,35.0,47.0,25.0,48.0,8.0,35.0,39.0,-4.0,27.0,8.0,3.0,48.0,19.0,29.0,44.0,10.0,6,5
443,LSK Kvinner,Vålerenga,2.0,0.0,2020,44.0,25.3,50.0,40.0,25.2,41.0,1.0,51.0,18.0,33.0,50.0,12.0,2.0,41.0,24.0,17.0,46.0,11.0,7,14
444,Sandviken,Vålerenga,3.0,4.0,2020,40.0,25.3,43.0,40.0,25.2,41.0,4.0,43.0,32.0,11.0,40.0,17.0,2.0,41.0,24.0,17.0,46.0,11.0,11,14
445,Klepp,Vålerenga,5.0,0.0,2020,47.0,25.0,48.0,40.0,25.2,41.0,3.0,48.0,19.0,29.0,44.0,10.0,2.0,41.0,24.0,17.0,46.0,11.0,5,14
446,Trondheims-Ørn,Vålerenga,0.0,1.0,2020,24.0,21.9,26.0,40.0,25.2,41.0,7.0,26.0,22.0,4.0,29.0,9.0,2.0,41.0,24.0,17.0,46.0,11.0,13,14
447,Arna-Bjørnar,Vålerenga,0.0,2.0,2020,26.0,22.4,26.0,40.0,25.2,41.0,9.0,26.0,41.0,-15.0,23.0,7.0,2.0,41.0,24.0,17.0,46.0,11.0,0,14
448,Avaldsnes,Vålerenga,2.0,2.0,2020,36.0,24.4,40.0,40.0,25.2,41.0,5.0,40.0,33.0,7.0,34.0,9.0,2.0,41.0,24.0,17.0,46.0,11.0,1,14
449,Røa,Vålerenga,2.0,6.0,2020,35.0,22.9,39.0,40.0,25.2,41.0,6.0,40.0,35.0,5.0,29.0,16.0,2.0,41.0,24.0,17.0,46.0,11.0,10,14
450,Lyn,Vålerenga,1.0,2.0,2020,22.0,20.1,23.0,40.0,25.2,41.0,10.0,23.0,37.0,-14.0,20.0,10.0,2.0,41.0,24.0,17.0,46.0,11.0,8,14
451,Kolbotn,Vålerenga,1.0,2.0,2020,32.0,21.8,35.0,40.0,25.2,41.0,8.0,35.0,39.0,-4.0,27.0,8.0,2.0,41.0,24.0,17.0,46.0,11.0,6,14
452,LSK Kvinner,Trondheims-Ørn,2.0,0.0,2020,44.0,25.3,50.0,24.0,21.9,26.0,1.0,51.0,18.0,33.0,50.0,12.0,7.0,26.0,22.0,4.0,29.0,9.0,7,13
453,Sandviken,Trondheims-Ørn,1.0,0.0,2020,40.0,25.3,43.0,24.0,21.9,26.0,4.0,43.0,32.0,11.0,40.0,17.0,7.0,26.0,22.0,4.0,29.0,9.0,11,13
454,Klepp,Trondheims-Ørn,2.0,3.0,2020,47.0,25.0,48.0,24.0,21.9,26.0,3.0,48.0,19.0,29.0,44.0,10.0,7.0,26.0,22.0,4.0,29.0,9.0,5,13
455,Arna-Bjørnar,Trondheims-Ørn,0.0,0.0,2020,26.0,22.4,26.0,24.0,21.9,26.0,9.0,26.0,41.0,-15.0,23.0,7.0,7.0,26.0,22.0,4.0,29.0,9.0,0,13
456,Avaldsnes,Trondheims-Ørn,0.0,1.0,2020,36.0,24.4,40.0,24.0,21.9,26.0,5.0,40.0,33.0,7.0,34.0,9.0,7.0,26.0,22.0,4.0,29.0,9.0,1,13
457,Røa,Trondheims-Ørn,2.0,1.0,2020,35.0,22.9,39.0,24.0,21.9,26.0,6.0,40.0,35.0,5.0,29.0,16.0,7.0,26.0,22.0,4.0,29.0,9.0,10,13
458,Lyn,Trondheims-Ørn,0.0,3.0,2020,22.0,20.1,23.0,24.0,21.9,26.0,10.0,23.0,37.0,-14.0,20.0,10.0,7.0,26.0,22.0,4.0,29.0,9.0,8,13
459,Vålerenga,Trondheims-Ørn,3.0,1.0,2020,40.0,25.2,41.0,24.0,21.9,26.0,2.0,41.0,24.0,17.0,46.0,11.0,7.0,26.0,22.0,4.0,29.0,9.0,14,13
460,Kolbotn,Trondheims-Ørn,1.0,2.0,2020,32.0,21.8,35.0,24.0,21.9,26.0,8.0,35.0,39.0,-4.0,27.0,8.0,7.0,26.0,22.0,4.0,29.0,9.0,6,13
461,LSK Kvinner,Sandviken,2.0,0.0,2020,44.0,25.3,50.0,40.0,25.3,43.0,1.0,51.0,18.0,33.0,50.0,12.0,4.0,43.0,32.0,11.0,40.0,17.0,7,11
462,Klepp,Sandviken,2.0,3.0,2020,47.0,25.0,48.0,40.0,25.3,43.0,3.0,48.0,19.0,29.0,44.0,10.0,4.0,43.0,32.0,11.0,40.0,17.0,5,11
463,Trondheims-Ørn,Sandviken,0.0,1.0,2020,24.0,21.9,26.0,40.0,25.3,43.0,7.0,26.0,22.0,4.0,29.0,9.0,4.0,43.0,32.0,11.0,40.0,17.0,13,11
464,Arna-Bjørnar,Sandviken,1.0,2.0,2020,26.0,22.4,26.0,40.0,25.3,43.0,9.0,26.0,41.0,-15.0,23.0,7.0,4.0,43.0,32.0,11.0,40.0,17.0,0,11
465,Avaldsnes,Sandviken,3.0,2.0,2020,36.0,24.4,40.0,40.0,25.3,43.0,5.0,40.0,33.0,7.0,34.0,9.0,4.0,43.0,32.0,11.0,40.0,17.0,1,11
466,Røa,Sandviken,2.0,2.0,2020,35.0,22.9,39.0,40.0,25.3,43.0,6.0,40.0,35.0,5.0,29.0,16.0,4.0,43.0,32.0,11.0,40.0,17.0,10,11
467,Lyn,Sandviken,1.0,1.0,2020,22.0,20.1,23.0,40.0,25.3,43.0,10.0,23.0,37.0,-14.0,20.0,10.0,4.0,43.0,32.0,11.0,40.0,17.0,8,11
468,Vålerenga,Sandviken,1.0,1.0,2020,40.0,25.2,41.0,40.0,25.3,43.0,2.0,41.0,24.0,17.0,46.0,11.0,4.0,43.0,32.0,11.0,40.0,17.0,14,11
469,Kolbotn,Sandviken,3.0,2.0,2020,32.0,21.8,35.0,40.0,25.3,43.0,8.0,35.0,39.0,-4.0,27.0,8.0,4.0,43.0,32.0,11.0,40.0,17.0,6,11
470,LSK Kvinner,Avaldsnes,2.0,1.0,2020,44.0,25.3,50.0,36.0,24.4,40.0,1.0,51.0,18.0,33.0,50.0,12.0,5.0,40.0,33.0,7.0,34.0,9.0,7,1
471,Sandviken,Avaldsnes,6.0,4.0,2020,40.0,25.3,43.0,36.0,24.4,40.0,4.0,43.0,32.0,11.0,40.0,17.0,5.0,40.0,33.0,7.0,34.0,9.0,11,1
472,Klepp,Avaldsnes,1.0,0.0,2020,47.0,25.0,48.0,36.0,24.4,40.0,3.0,48.0,19.0,29.0,44.0,10.0,5.0,40.0,33.0,7.0,34.0,9.0,5,1
473,Trondheims-Ørn,Avaldsnes,1.0,1.0,2020,24.0,21.9,26.0,36.0,24.4,40.0,7.0,26.0,22.0,4.0,29.0,9.0,5.0,40.0,33.0,7.0,34.0,9.0,13,1
474,Arna-Bjørnar,Avaldsnes,0.0,2.0,2020,26.0,22.4,26.0,36.0,24.4,40.0,9.0,26.0,41.0,-15.0,23.0,7.0,5.0,40.0,33.0,7.0,34.0,9.0,0,1
475,Røa,Avaldsnes,2.0,2.0,2020,35.0,22.9,39.0,36.0,24.4,40.0,6.0,40.0,35.0,5.0,29.0,16.0,5.0,40.0,33.0,7.0,34.0,9.0,10,1
476,Lyn,Avaldsnes,2.0,3.0,2020,22.0,20.1,23.0,36.0,24.4,40.0,10.0,23.0,37.0,-14.0,20.0,10.0,5.0,40.0,33.0,7.0,34.0,9.0,8,1
477,Vålerenga,Avaldsnes,1.0,1.0,2020,40.0,25.2,41.0,36.0,24.4,40.0,2.0,41.0,24.0,17.0,46.0,11.0,5.0,40.0,33.0,7.0,34.0,9.0,14,1
478,Kolbotn,Avaldsnes,3.0,1.0,2020,32.0,21.8,35.0,36.0,24.4,40.0,8.0,35.0,39.0,-4.0,27.0,8.0,5.0,40.0,33.0,7.0,34.0,9.0,6,1
479,Sandviken,LSK Kvinner,1.0,3.0,2020,40.0,25.3,43.0,44.0,25.3,50.0,4.0,43.0,32.0,11.0,40.0,17.0,1.0,51.0,18.0,33.0,50.0,12.0,11,7
480,Klepp,LSK Kvinner,1.0,1.0,2020,47.0,25.0,48.0,44.0,25.3,50.0,3.0,48.0,19.0,29.0,44.0,10.0,1.0,51.0,18.0,33.0,50.0,12.0,5,7
481,Trondheims-Ørn,LSK Kvinner,0.0,3.0,2020,24.0,21.9,26.0,44.0,25.3,50.0,7.0,26.0,22.0,4.0,29.0,9.0,1.0,51.0,18.0,33.0,50.0,12.0,13,7
482,Arna-Bjørnar,LSK Kvinner,1.0,3.0,2020,26.0,22.4,26.0,44.0,25.3,50.0,9.0,26.0,41.0,-15.0,23.0,7.0,1.0,51.0,18.0,33.0,50.0,12.0,0,7
483,Avaldsnes,LSK Kvinner,1.0,1.0,2020,36.0,24.4,40.0,44.0,25.3,50.0,5.0,40.0,33.0,7.0,34.0,9.0,1.0,51.0,18.0,33.0,50.0,12.0,1,7
484,Røa,LSK Kvinner,0.0,1.0,2020,35.0,22.9,39.0,44.0,25.3,50.0,6.0,40.0,35.0,5.0,29.0,16.0,1.0,51.0,18.0,33.0,50.0,12.0,10,7
485,Lyn,LSK Kvinner,0.0,2.0,2020,22.0,20.1,23.0,44.0,25.3,50.0,10.0,23.0,37.0,-14.0,20.0,10.0,1.0,51.0,18.0,33.0,50.0,12.0,8,7
486,Vålerenga,LSK Kvinner,1.0,2.0,2020,40.0,25.2,41.0,44.0,25.3,50.0,2.0,41.0,24.0,17.0,46.0,11.0,1.0,51.0,18.0,33.0,50.0,12.0,14,7
487,Kolbotn,LSK Kvinner,2.0,2.0,2020,32.0,21.8,35.0,44.0,25.3,50.0,8.0,35.0,39.0,-4.0,27.0,8.0,1.0,51.0,18.0,33.0,50.0,12.0,6,7
488,Fart,,,,2020,13.0,21.9,14.0,,,,12.0,14.0,60.0,-46.0,10.0,4.0,,,,,,,2,15
489,Stabæk,,,,2020,15.0,24.7,16.0,,,,11.0,16.0,43.0,-27.0,13.0,9.0,,,,,,,12,15
490,,Fart,,,2020,,,,13.0,21.9,14.0,,,,,,,12.0,14.0,60.0,-46.0,10.0,4.0,15,2
491,,Stabæk,,,2020,,,,15.0,24.7,16.0,,,,,,,11.0,16.0,43.0,-27.0,13.0,9.0,15,12
